Timestamp,Emotion,Confidence,FingerCount
01:14:01,Neutral,0.75
01:14:02,Neutral,0.75
01:14:03,Neutral,0.75
01:14:05,Neutral,0.75
01:14:08,Neutral,0.75
01:14:10,Neutral,0.75
01:14:11,Neutral,0.75
01:14:12,Neutral,0.74
01:14:13,Neutral,0.74
01:14:14,Neutral,0.74
01:14:16,Neutral,0.74
01:14:17,Neutral,0.73
01:14:19,Neutral,0.73
01:14:21,Neutral,0.73
01:14:25,Neutral,0.73
01:14:26,Neutral,0.73
01:14:28,Neutral,0.73
01:14:29,Neutral,0.73
01:14:30,Neutral,0.72
01:14:31,Neutral,0.72
01:14:32,Neutral,0.72
01:14:33,Neutral,0.73
01:14:34,Neutral,0.72
01:14:35,Neutral,0.74
01:14:36,Happy,0.74
01:14:37,Happy,0.76
01:14:40,Happy,0.76
01:14:41,Happy,0.76
01:14:42,Happy,0.76
01:14:44,Happy,0.76
01:14:45,Happy,0.76
01:14:46,Happy,0.76
01:14:47,Happy,0.76
01:14:50,Happy,0.76
01:14:51,Happy,0.75
01:14:54,Happy,0.75
01:14:56,Happy,0.75
01:14:57,Happy,0.73
01:14:59,Happy,0.73
01:15:00,Happy,0.73
01:15:01,Angry,0.72
01:15:02,Angry,0.72
01:15:04,Angry,0.72
01:15:05,Angry,0.72
01:15:07,Angry,0.72
01:15:08,Angry,0.72
01:15:09,Angry,0.72
01:15:10,Angry,0.72
01:15:11,Angry,0.71
01:15:13,Angry,0.71
01:15:14,Angry,0.71
01:15:15,Angry,0.71
01:15:16,Angry,0.71
01:15:17,Angry,0.71
01:15:18,Angry,0.71
01:15:19,Angry,0.71
01:15:20,Angry,0.71
01:15:21,Angry,0.71
01:15:22,Angry,0.7
01:15:24,Angry,0.7
01:15:25,Angry,0.7
01:15:26,Angry,0.7
01:15:40,Angry,0.7
01:15:50,Angry,0.7
01:16:02,Angry,0.7
01:16:05,Angry,0.69
01:16:06,Angry,0.7
01:16:07,Angry,0.7
01:16:09,Angry,0.7
01:16:10,Angry,0.7
01:16:11,Angry,0.7
01:16:12,Angry,0.7
01:16:13,Angry,0.7
01:16:14,Angry,0.7
01:16:15,Angry,0.7
01:16:16,Angry,0.7
01:16:17,Angry,0.7
01:16:18,Angry,0.7
01:16:20,Angry,0.7
01:16:21,Angry,0.7
01:16:22,Angry,0.7
01:16:23,Angry,0.7
01:16:24,Angry,0.7
01:16:25,Angry,0.7
01:16:26,Angry,0.7
01:16:28,Angry,0.7
01:16:29,Angry,0.7
01:16:30,Angry,0.71
01:16:32,Angry,0.71
01:16:33,Neutral,0.71
01:16:35,Neutral,0.71
01:16:37,Neutral,0.71
01:16:40,Neutral,0.71
01:16:41,Neutral,0.72
01:16:42,Neutral,0.72
01:16:43,Neutral,0.71
01:16:44,Neutral,0.71
01:16:45,Neutral,0.71
01:16:46,Neutral,0.71
01:16:47,Neutral,0.71
01:16:48,Neutral,0.71
01:16:49,Neutral,0.71
01:16:51,Neutral,0.71
01:16:52,Happy,0.71
01:16:53,Happy,0.71
01:16:57,Happy,0.71
01:16:59,Happy,0.71
01:17:01,Happy,0.71
01:17:04,Happy,0.71
01:17:07,Happy,0.71
01:17:11,Happy,0.71
01:17:12,Happy,0.71
01:17:13,Happy,0.71
01:17:15,Happy,0.71
01:17:16,Happy,0.71
01:17:17,Happy,0.71
01:17:18,Happy,0.71
01:17:19,Happy,0.72
01:17:21,Happy,0.73
01:17:22,Happy,0.74
01:17:28,Happy,0.75
01:17:30,Happy,0.75
01:17:33,Happy,0.75
01:17:37,Happy,0.75
01:17:38,Happy,0.75
01:17:39,Happy,0.74
01:17:40,Happy,0.74
01:17:42,Happy,0.74
01:17:43,Happy,0.75
01:17:44,Happy,0.75
01:17:45,Happy,0.75
01:17:46,Happy,0.74
01:17:47,Happy,0.74
